,bin_id,bin_centre_lat,bin_centre_lon,quake_lat,quake_lon,place,country,magnitude,depth,utm,date
0,2_15,-65.0,-25.0,-60.6386,-25.4234,South Sandwich Islands region,Country not found,5.0,10.0,1581186360235,"(2020, 2, 8)"
1,3_3,-55.0,-145.0,-56.6552,-142.2857,Pacific-Antarctic Ridge,Country not found,5.6,10.0,1581659940044,"(2020, 2, 14)"
2,3_6,-55.0,-115.0,-54.4859,-118.9469,southern East Pacific Rise,Country not found,5.4,10.0,1582842036921,"(2020, 2, 27)"
3,3_11,-55.0,-65.0,-59.3919,-60.2116,Drake Passage,Country not found,5.5,10.0,1581101570743,"(2020, 2, 7)"
4,3_15,-55.0,-25.0,-59.9212,-25.5526,South Sandwich Islands region,Country not found,6.0,16.0,1581172378625,"(2020, 2, 8)"
5,3_15,-55.0,-25.0,-59.9705,-27.6715,South Sandwich Islands region,Country not found,5.3,96.39,1581916227743,"(2020, 2, 17)"
6,3_15,-55.0,-25.0,-55.3469,-29.3883,South Sandwich Islands region,Country not found,5.3,10.0,1582915678682,"(2020, 2, 28)"
7,3_15,-55.0,-25.0,-57.4848,-26.0606,South Sandwich Islands region,Country not found,5.2,67.06,1582171302421,"(2020, 2, 20)"
8,3_15,-55.0,-25.0,-59.8258,-25.8756,South Sandwich Islands region,Country not found,5.1,10.0,1581364321465,"(2020, 2, 10)"
9,3_15,-55.0,-25.0,-58.905,-25.5422,South Sandwich Islands region,Country not found,5.1,35.0,1581674128590,"(2020, 2, 14)"
10,3_18,-55.0,5.0,-54.5632,5.4124,Bouvet Island region,Country not found,5.0,10.0,1582180944887,"(2020, 2, 20)"
11,3_19,-55.0,15.0,-52.3449,17.0687,southwest of Africa,error,5.0,10.0,1581426448630,"(2020, 2, 11)"
12,3_20,-55.0,25.0,-52.814,27.5391,south of Africa,Country not found,5.1,10.0,1581231940709,"(2020, 2, 9)"
13,3_33,-55.0,155.0,-54.597,158.7366,Macquarie Island region,Australia,5.8,10.0,1580905025396,"(2020, 2, 5)"
14,4_9,-45.0,-85.0,-44.7055,-81.2487,West Chile Rise,Country not found,5.0,10.0,1580573045570,"(2020, 2, 1)"
15,4_27,-45.0,95.0,-45.1466,95.4789,southeast Indian Ridge,Country not found,5.0,10.0,1582776814846,"(2020, 2, 27)"
16,5_0,-35.0,-175.0,-34.285,-178.9599,south of the Kermadec Islands,Country not found,5.2,10.0,1582180531625,"(2020, 2, 20)"
17,5_0,-35.0,-175.0,-32.1743,-178.9588,south of the Kermadec Islands,Country not found,5.1,10.0,1580984429901,"(2020, 2, 6)"
18,5_8,-35.0,-95.0,-38.1463,-93.7502,West Chile Rise,Country not found,5.5,10.0,1582413156918,"(2020, 2, 22)"
19,5_8,-35.0,-95.0,-38.2401,-93.7869,West Chile Rise,Country not found,5.0,10.0,1582413542778,"(2020, 2, 22)"
20,5_10,-35.0,-75.0,-35.5964,-73.2435,"80 km WSW of Constitución, Chile",Country not found,5.0,10.0,1582003965462,"(2020, 2, 18)"
21,6_0,-25.0,-175.0,-21.8248,-174.6574,"62 km SSE of ‘Ohonua, Tonga",Country not found,5.6,10.0,1582400771305,"(2020, 2, 22)"
22,6_0,-25.0,-175.0,-21.7784,-174.8885,"49 km S of ‘Ohonua, Tonga",Country not found,5.3,17.54,1582397418266,"(2020, 2, 22)"
23,6_0,-25.0,-175.0,-22.5051,-174.7308,"131 km S of ‘Ohonua, Tonga",Country not found,5.2,10.0,1581416506079,"(2020, 2, 11)"
24,6_0,-25.0,-175.0,-29.7192,-177.4813,"Kermadec Islands, New Zealand",Country not found,5.1,30.82,1580822363399,"(2020, 2, 4)"
25,6_0,-25.0,-175.0,-25.2755,-176.5491,south of the Fiji Islands,Country not found,5.1,35.0,1580872405454,"(2020, 2, 5)"
26,6_10,-25.0,-75.0,-24.7868,-70.8845,"79 km NNW of Taltal, Chile",Country not found,5.3,36.16,1581429002629,"(2020, 2, 11)"
27,6_10,-25.0,-75.0,-20.9437,-70.8282,"107 km SW of Iquique, Chile",Country not found,5.0,10.0,1581573038170,"(2020, 2, 13)"
28,7_0,-15.0,-175.0,-18.9008,-172.9039,"117 km ESE of Neiafu, Tonga",Country not found,5.7,10.0,1582875710508,"(2020, 2, 28)"
29,7_0,-15.0,-175.0,-19.3157,-174.5502,"58 km NNW of Pangai, Tonga",Country not found,5.0,37.12,1580532230416,"(2020, 2, 1)"
30,7_10,-15.0,-75.0,-15.9795,-74.667,"38 km WSW of Atiquipa, Peru",Peru,5.1,35.0,1581568312029,"(2020, 2, 13)"
31,7_16,-15.0,-15.0,-13.794,-14.6731,southern Mid-Atlantic Ridge,Country not found,5.3,10.0,1582816698668,"(2020, 2, 27)"
32,7_16,-15.0,-15.0,-12.283,-14.7983,southern Mid-Atlantic Ridge,Country not found,5.1,10.0,1582776670694,"(2020, 2, 27)"
33,7_34,-15.0,165.0,-11.9119,165.5183,"134 km SSW of Lata, Solomon Islands",Country not found,5.0,10.0,1582338764600,"(2020, 2, 22)"
34,7_35,-15.0,175.0,-15.6935,179.9662,"104 km NE of Labasa, Fiji",Fiji,5.7,10.0,1581759555121,"(2020, 2, 15)"
35,8_9,-5.0,-85.0,-8.0852,-80.0159,"86 km W of Santiago de Cao, Peru",Peru,5.3,28.22,1582604102162,"(2020, 2, 25)"
36,8_9,-5.0,-85.0,-5.8126,-80.7451,"29 km SSE of Sechura, Peru",Peru,5.0,42.07,1580867505431,"(2020, 2, 5)"
37,8_10,-5.0,-75.0,-4.4768,-77.4566,"95 km WNW of Barranca, Peru",Peru,5.1,10.0,1580889440260,"(2020, 2, 5)"
38,8_28,-5.0,105.0,-3.9512,103.1177,"16 km WNW of Pagar Alam, Indonesia",Indonesia,5.1,93.99,1582898575010,"(2020, 2, 28)"
39,8_28,-5.0,105.0,-2.9219,101.0474,"103 km SSW of Sungai Penuh, Indonesia",Indonesia,5.0,62.54,1580548171500,"(2020, 2, 1)"
40,8_30,-5.0,125.0,-2.8766,129.9354,"123 km ENE of Amahai, Indonesia",Indonesia,5.6,10.0,1581143804095,"(2020, 2, 8)"
41,8_30,-5.0,125.0,-0.1918,125.189,"168 km S of Tondano, Indonesia",Indonesia,5.3,21.24,1582423684068,"(2020, 2, 23)"
42,8_30,-5.0,125.0,-8.1132,129.0865,"234 km ENE of Lospalos, Timor Leste",Indonesia,5.2,30.74,1582333863690,"(2020, 2, 22)"
43,8_31,-5.0,135.0,-7.4887,131.1196,"273 km SW of Tual, Indonesia",Indonesia,6.0,54.0,1582702392952,"(2020, 2, 26)"
44,8_31,-5.0,135.0,-3.3456,131.4839,"273 km S of Sorong, Indonesia",Indonesia,5.6,10.0,1581807627251,"(2020, 2, 15)"
45,8_31,-5.0,135.0,-6.6215,130.6068,"261 km WSW of Tual, Indonesia",Indonesia,5.2,80.06,1581617851013,"(2020, 2, 13)"
46,8_31,-5.0,135.0,-5.1117,134.2057,"170 km ENE of Tual, Indonesia",Indonesia,5.0,27.07,1580728687451,"(2020, 2, 3)"
47,8_31,-5.0,135.0,-2.6378,138.333,"255 km W of Abepura, Indonesia",Indonesia,5.0,30.35,1581047439165,"(2020, 2, 7)"
48,8_32,-5.0,145.0,-6.0138,147.4422,"74 km NW of Finschhafen, Papua New Guinea",Papua New Guinea,5.1,53.33,1581166123532,"(2020, 2, 8)"
49,8_33,-5.0,155.0,-5.4925,152.1522,"127 km S of Kokopo, Papua New Guinea",Papua New Guinea,6.1,34.0,1581228269967,"(2020, 2, 9)"
50,8_33,-5.0,155.0,-5.9664,150.2292,"47 km SSE of Kimbe, Papua New Guinea",Papua New Guinea,5.3,49.21,1581434146737,"(2020, 2, 11)"
51,8_33,-5.0,155.0,-5.5265,153.1309,"162 km SE of Kokopo, Papua New Guinea",Country not found,5.3,10.0,1581588968139,"(2020, 2, 13)"
52,8_33,-5.0,155.0,-9.0299,157.9045,"155 km SE of Gizo, Solomon Islands",Solomon Islands,5.1,10.0,1580831232160,"(2020, 2, 4)"
53,9_30,5.0,125.0,5.4543,126.5692,"109 km SSE of Pondaguitan, Philippines",Indonesia,6.0,19.0,1580996405791,"(2020, 2, 6)"
54,9_30,5.0,125.0,1.6105,126.6462,"122 km NW of Ternate, Indonesia",Indonesia,5.4,35.0,1581781004859,"(2020, 2, 15)"
