,bin_id,bin_centre_lat,bin_centre_lon,quake_lat,quake_lon,place,country,magnitude,depth,utm,date
0,2_32,-65.0,145.0,-63.3625,144.989,south of Australia,Country not found,5.0,10.0,1460417675700,"(2016, 4, 11)"
1,3_4,-55.0,-135.0,-57.8784,-139.9605,Pacific-Antarctic Ridge,Country not found,5.1,10.0,1460149215310,"(2016, 4, 8)"
2,3_15,-55.0,-25.0,-55.7283,-27.2307,South Sandwich Islands region,Country not found,6.2,14.0,1461043539940,"(2016, 4, 19)"
3,3_15,-55.0,-25.0,-59.3074,-27.027,South Sandwich Islands region,South Georgia and the South Sandwich Islands,5.5,10.0,1461487079850,"(2016, 4, 24)"
4,3_15,-55.0,-25.0,-59.8747,-29.5699,South Sandwich Islands region,Country not found,5.3,17.3,1460099840220,"(2016, 4, 8)"
5,3_15,-55.0,-25.0,-57.9827,-25.3164,South Sandwich Islands region,Country not found,5.2,47.3,1460921625460,"(2016, 4, 17)"
6,3_15,-55.0,-25.0,-55.5896,-26.7766,South Sandwich Islands region,Country not found,5.2,10.0,1461620835550,"(2016, 4, 25)"
7,3_15,-55.0,-25.0,-55.6555,-27.2317,South Sandwich Islands region,Country not found,5.1,10.0,1461039499060,"(2016, 4, 19)"
8,3_15,-55.0,-25.0,-59.3874,-26.9359,South Sandwich Islands region,South Georgia and the South Sandwich Islands,5.1,10.0,1461672519410,"(2016, 4, 26)"
9,3_15,-55.0,-25.0,-56.2976,-26.5549,South Sandwich Islands region,Country not found,5.0,40.27,1459539482510,"(2016, 4, 1)"
10,3_20,-55.0,25.0,-52.6133,25.8739,south of Africa,Country not found,5.4,10.0,1461722643800,"(2016, 4, 27)"
11,3_20,-55.0,25.0,-50.7215,29.2097,south of Africa,Country not found,5.1,10.0,1460500457310,"(2016, 4, 12)"
12,3_32,-55.0,145.0,-55.2497,146.1742,west of Macquarie Island,Country not found,5.5,9.0,1460462875630,"(2016, 4, 12)"
13,3_32,-55.0,145.0,-53.6681,140.9637,west of Macquarie Island,Country not found,5.0,10.0,1460492590620,"(2016, 4, 12)"
14,4_8,-45.0,-95.0,-41.0662,-91.2735,southeast of Easter Island,Country not found,5.2,11.68,1460303171370,"(2016, 4, 10)"
15,5_10,-35.0,-75.0,-31.2367,-71.77,"72 km NW of Illapel, Chile",Chile,5.3,24.36,1459773165000,"(2016, 4, 4)"
16,5_10,-35.0,-75.0,-31.4832,-71.7832,"60 km WNW of Illapel, Chile",Chile,5.3,29.74,1459964138680,"(2016, 4, 6)"
17,5_10,-35.0,-75.0,-31.7266,-71.2874,"15 km SW of Illapel, Chile",Chile,5.2,42.04,1460979518680,"(2016, 4, 18)"
18,5_11,-35.0,-65.0,-31.6405,-67.7468,"50 km E of Caucete, Argentina",Argentina,5.0,17.46,1461723411190,"(2016, 4, 27)"
19,6_0,-25.0,-175.0,-23.4947,-174.2467,"250 km SSE of ‘Ohonua, Tonga",Country not found,5.7,10.0,1460878260030,"(2016, 4, 17)"
20,6_0,-25.0,-175.0,-26.8479,-176.3799,south of the Fiji Islands,Country not found,5.0,40.33,1460185928340,"(2016, 4, 9)"
21,6_0,-25.0,-175.0,-26.8667,-176.1029,south of the Fiji Islands,Country not found,5.0,35.0,1460196196860,"(2016, 4, 9)"
22,6_6,-25.0,-115.0,-29.5755,-111.5741,Easter Island region,Country not found,5.5,10.0,1460792060500,"(2016, 4, 16)"
23,6_6,-25.0,-115.0,-29.4657,-111.7784,Easter Island region,Country not found,5.0,10.0,1461310124840,"(2016, 4, 22)"
24,6_11,-25.0,-65.0,-26.4613,-69.8601,"21 km ESE of Diego de Almagro, Chile",Chile,5.3,59.32,1460786722860,"(2016, 4, 16)"
25,7_0,-15.0,-175.0,-17.6976,-173.2031,"133 km NE of Neiafu, Tonga",Country not found,5.7,27.17,1461536676450,"(2016, 4, 24)"
26,7_0,-15.0,-175.0,-17.2781,-172.393,"209 km SE of Hihifo, Tonga",Country not found,5.3,10.0,1461453068500,"(2016, 4, 23)"
27,7_22,-15.0,45.0,-10.7675,41.4346,"127 km ESE of Madimba, Tanzania",Country not found,5.2,10.0,1460474206610,"(2016, 4, 12)"
28,7_34,-15.0,165.0,-16.0429,167.3786,"3 km NW of Norsup, Vanuatu",Vanuatu,7.0,24.0,1461872004070,"(2016, 4, 28)"
29,7_34,-15.0,165.0,-14.3235,166.8551,"82 km NNW of Port-Olry, Vanuatu",Vanuatu,6.9,26.0,1459671832320,"(2016, 4, 3)"
30,7_34,-15.0,165.0,-14.0683,166.6245,"102 km WSW of Sola, Vanuatu",Vanuatu,6.7,24.0,1459925928210,"(2016, 4, 6)"
31,7_34,-15.0,165.0,-13.9805,166.5943,"104 km W of Sola, Vanuatu",Vanuatu,6.7,27.59,1459999973500,"(2016, 4, 7)"
32,7_34,-15.0,165.0,-14.5284,166.4334,"89 km NW of Port-Olry, Vanuatu",Vanuatu,6.4,16.0,1460670627680,"(2016, 4, 14)"
33,7_34,-15.0,165.0,-19.492,169.0934,"20 km WNW of Isangel, Vanuatu",Vanuatu,5.9,76.0,1460984770890,"(2016, 4, 18)"
34,7_34,-15.0,165.0,-14.2026,166.6391,"103 km NNW of Port-Olry, Vanuatu",Vanuatu,5.9,35.0,1459929457570,"(2016, 4, 6)"
35,7_34,-15.0,165.0,-14.4907,166.5026,"86 km NW of Port-Olry, Vanuatu",Vanuatu,5.9,7.47,1460636225160,"(2016, 4, 14)"
36,7_34,-15.0,165.0,-14.1516,166.7012,"96 km WSW of Sola, Vanuatu",Vanuatu,5.8,35.0,1459925693390,"(2016, 4, 6)"
37,7_34,-15.0,165.0,-10.3635,165.1144,"84 km WNW of Lata, Solomon Islands",Country not found,5.4,10.0,1461366863030,"(2016, 4, 22)"
38,7_34,-15.0,165.0,-14.5517,166.643,"71 km NW of Port-Olry, Vanuatu",Vanuatu,5.4,35.0,1460691784490,"(2016, 4, 15)"
39,7_34,-15.0,165.0,-14.184,166.6578,"102 km WSW of Sola, Vanuatu",Vanuatu,5.3,22.74,1459776190500,"(2016, 4, 4)"
40,7_34,-15.0,165.0,-14.501,166.7423,Vanuatu,Vanuatu,5.3,11.42,1460746028660,"(2016, 4, 15)"
41,7_34,-15.0,165.0,-14.4365,166.6814,"79 km NNW of Port-Olry, Vanuatu",Vanuatu,5.2,35.0,1460454764240,"(2016, 4, 12)"
42,7_34,-15.0,165.0,-14.5542,166.2367,"104 km WNW of Port-Olry, Vanuatu",Country not found,5.2,10.09,1461136350040,"(2016, 4, 20)"
43,7_34,-15.0,165.0,-14.1861,166.5374,"110 km NNW of Port-Olry, Vanuatu",Vanuatu,5.2,16.02,1460672608800,"(2016, 4, 14)"
44,7_34,-15.0,165.0,-14.2684,166.7621,"91 km NNW of Port-Olry, Vanuatu",Vanuatu,5.2,35.0,1459707537940,"(2016, 4, 3)"
45,7_34,-15.0,165.0,-15.8662,166.4263,"87 km WSW of Luganville, Vanuatu",Country not found,5.1,18.54,1459602097110,"(2016, 4, 2)"
46,7_34,-15.0,165.0,-13.7613,166.6163,"101 km W of Sola, Vanuatu",Vanuatu,5.1,41.46,1460710480160,"(2016, 4, 15)"
47,7_34,-15.0,165.0,-14.0662,166.6859,"95 km WSW of Sola, Vanuatu",Vanuatu,5.1,35.0,1459929609140,"(2016, 4, 6)"
48,7_34,-15.0,165.0,-14.5203,166.3369,"97 km NW of Port-Olry, Vanuatu",Country not found,5.1,35.0,1461264786100,"(2016, 4, 21)"
49,7_34,-15.0,165.0,-14.1727,166.5171,"113 km NNW of Port-Olry, Vanuatu",Vanuatu,5.0,13.1,1460346777190,"(2016, 4, 11)"
50,7_34,-15.0,165.0,-18.2687,167.4253,"111 km WSW of Port-Vila, Vanuatu",Country not found,5.0,35.0,1460142321040,"(2016, 4, 8)"
51,7_34,-15.0,165.0,-10.2379,162.83,"102 km ENE of Kirakira, Solomon Islands",Country not found,5.0,45.99,1459776927620,"(2016, 4, 4)"
52,7_34,-15.0,165.0,-14.2607,166.1523,"131 km NW of Port-Olry, Vanuatu",Country not found,5.0,16.28,1461062449870,"(2016, 4, 19)"
53,7_34,-15.0,165.0,-14.3498,166.8512,"80 km NNW of Port-Olry, Vanuatu",Vanuatu,5.0,35.0,1459758126870,"(2016, 4, 4)"
54,7_34,-15.0,165.0,-14.1697,166.7698,"90 km WSW of Sola, Vanuatu",Vanuatu,5.0,17.31,1459694883070,"(2016, 4, 3)"
55,7_34,-15.0,165.0,-16.2439,167.194,"28 km SW of Lakatoro, Vanuatu",Vanuatu,5.0,35.0,1461967742260,"(2016, 4, 29)"
56,8_7,-5.0,-105.0,-3.7568,-103.9367,central East Pacific Rise,Country not found,5.8,10.0,1460431367710,"(2016, 4, 12)"
57,8_9,-5.0,-85.0,-0.2921,-80.5039,"34 km NNW of Bahía de Caráquez, Ecuador",Ecuador,6.0,10.0,1461294221720,"(2016, 4, 22)"
58,8_9,-5.0,-85.0,-0.2814,-80.5039,"36 km NNW of Bahía de Caráquez, Ecuador",Ecuador,5.9,10.29,1461295213380,"(2016, 4, 22)"
59,8_9,-5.0,-85.0,-0.3852,-80.2013,"34 km NE of Bahía de Caráquez, Ecuador",Ecuador,5.8,23.95,1460877240760,"(2016, 4, 17)"
60,8_9,-5.0,-85.0,-0.2344,-80.6943,"50 km NW of Bahía de Caráquez, Ecuador",Ecuador,5.6,10.0,1460885021020,"(2016, 4, 17)"
61,8_9,-5.0,-85.0,-0.2648,-80.4644,near the coast of Ecuador,Ecuador,5.5,15.49,1460852971380,"(2016, 4, 17)"
62,8_9,-5.0,-85.0,-0.1943,-80.7309,"56 km NW of Bahía de Caráquez, Ecuador",Ecuador,5.4,10.0,1461707914720,"(2016, 4, 26)"
63,8_9,-5.0,-85.0,-0.4209,-80.5435,"23 km NW of Bahía de Caráquez, Ecuador",Ecuador,5.0,10.0,1461299494170,"(2016, 4, 22)"
64,8_16,-5.0,-15.0,-0.5373,-11.582,north of Ascension Island,Country not found,5.2,10.0,1460652273580,"(2016, 4, 14)"
65,8_27,-5.0,95.0,-4.5104,94.3709,"southwest of Sumatra, Indonesia",Country not found,5.2,15.13,1461353891310,"(2016, 4, 22)"
66,8_28,-5.0,105.0,-8.2036,107.3857,"111 km S of Banjar, Indonesia",Country not found,6.1,29.0,1459953929620,"(2016, 4, 6)"
67,8_28,-5.0,105.0,-4.1489,102.211,"39 km S of Bengkulu, Indonesia",Indonesia,5.7,41.0,1460254474590,"(2016, 4, 10)"
68,8_28,-5.0,105.0,-7.0247,102.5747,"southwest of Sumatra, Indonesia",Country not found,5.2,10.0,1461472346090,"(2016, 4, 24)"
69,8_30,-5.0,125.0,-0.4236,126.9064,"144 km SSW of Ternate, Indonesia",Indonesia,5.1,58.06,1459846354970,"(2016, 4, 5)"
