,bin_id,bin_centre_lat,bin_centre_lon,quake_lat,quake_lon,place,country,magnitude,depth,utm,date
0,2_14,-65.0,-35.0,-60.377,-31.9,Scotia Sea,Country not found,5.2,14.6,1360700266800,"(2013, 2, 12)"
1,2_33,-65.0,155.0,-62.31,155.046,Balleny Islands region,Country not found,5.5,10.0,1360091374240,"(2013, 2, 5)"
2,3_15,-55.0,-25.0,-56.163,-25.234,South Sandwich Islands region,Country not found,5.0,40.9,1360078807920,"(2013, 2, 5)"
3,4_9,-45.0,-85.0,-48.384,-87.123,southern Pacific Ocean,Country not found,5.2,10.0,1361835479590,"(2013, 2, 25)"
4,5_0,-35.0,-175.0,-30.774,-178.123,"Kermadec Islands, New Zealand",Country not found,5.9,35.0,1361189958090,"(2013, 2, 18)"
5,5_0,-35.0,-175.0,-30.744,-178.148,"Kermadec Islands, New Zealand",Country not found,5.5,50.0,1361205167070,"(2013, 2, 18)"
6,5_0,-35.0,-175.0,-32.339,-178.051,south of the Kermadec Islands,Country not found,5.5,10.0,1361739244120,"(2013, 2, 24)"
7,5_0,-35.0,-175.0,-32.388,-178.142,south of the Kermadec Islands,Country not found,5.2,10.0,1361751226170,"(2013, 2, 25)"
8,5_0,-35.0,-175.0,-31.067,-177.563,Kermadec Islands region,Country not found,5.1,4.3,1361947790750,"(2013, 2, 27)"
9,5_10,-35.0,-75.0,-33.458,-72.1,"46 km WNW of Cartagena, Chile",Country not found,5.4,46.5,1360526070000,"(2013, 2, 10)"
10,5_10,-35.0,-75.0,-33.954,-72.051,"57 km SW of San Antonio, Chile",Chile,5.2,25.4,1361181611130,"(2013, 2, 18)"
11,5_10,-35.0,-75.0,-33.454,-72.219,"57 km W of Cartagena, Chile",Country not found,5.0,46.3,1360526433000,"(2013, 2, 10)"
12,5_23,-35.0,55.0,-36.684,53.374,South Indian Ocean,Country not found,5.2,10.0,1360507719920,"(2013, 2, 10)"
13,5_25,-35.0,75.0,-33.628,77.536,Mid-Indian Ridge,Country not found,5.0,10.0,1360222698480,"(2013, 2, 7)"
