,bin_id,bin_centre_lat,bin_centre_lon,quake_lat,quake_lon,place,country,magnitude,depth,utm,date
0,2_16,-65.0,-15.0,-60.1367,-18.5616,east of the South Sandwich Islands,Country not found,5.0,10.0,1572093195184,"(2019, 10, 26)"
1,3_4,-55.0,-135.0,-57.9319,-139.1827,Pacific-Antarctic Ridge,Country not found,5.5,10.0,1570599886324,"(2019, 10, 9)"
2,3_5,-55.0,-125.0,-55.9278,-122.5586,southern East Pacific Rise,Country not found,6.0,10.0,1569902167115,"(2019, 10, 1)"
3,3_14,-55.0,-35.0,-56.9757,-30.4709,South Sandwich Islands region,Country not found,5.2,10.0,1570065103598,"(2019, 10, 3)"
4,3_15,-55.0,-25.0,-56.3302,-26.1992,South Sandwich Islands region,Country not found,5.5,19.6,1570946942682,"(2019, 10, 13)"
5,3_15,-55.0,-25.0,-55.7997,-27.076,South Sandwich Islands region,Country not found,5.5,19.0,1571088802184,"(2019, 10, 14)"
6,3_15,-55.0,-25.0,-59.7842,-26.2635,South Sandwich Islands region,Country not found,5.3,35.0,1570407418485,"(2019, 10, 7)"
7,3_15,-55.0,-25.0,-55.9486,-27.871,South Sandwich Islands region,Country not found,5.1,79.25,1571844616281,"(2019, 10, 23)"
8,3_33,-55.0,155.0,-57.9578,157.3779,Macquarie Island region,Country not found,5.6,10.0,1570677483744,"(2019, 10, 10)"
9,3_33,-55.0,155.0,-55.2581,158.5515,Macquarie Island region,Australia,5.5,10.0,1569959829995,"(2019, 10, 1)"
10,4_16,-45.0,-15.0,-46.9451,-10.4156,southern Mid-Atlantic Ridge,Country not found,5.3,10.0,1570742786745,"(2019, 10, 10)"
11,4_17,-45.0,-5.0,-47.7353,-9.9501,southern Mid-Atlantic Ridge,Country not found,5.0,10.0,1571270392489,"(2019, 10, 16)"
12,4_21,-45.0,35.0,-44.8969,35.0388,Prince Edward Islands region,Country not found,5.4,10.0,1570969267609,"(2019, 10, 13)"
13,4_34,-45.0,165.0,-44.7905,167.4434,"72 km NNW of Te Anau, New Zealand",New Zealand,5.1,20.69,1571907219045,"(2019, 10, 24)"
14,5_0,-35.0,-175.0,-35.0474,-179.3268,east of the North Island of New Zealand,Country not found,5.6,10.0,1570652571374,"(2019, 10, 9)"
15,5_0,-35.0,-175.0,-30.2275,-177.9883,"Kermadec Islands, New Zealand",Country not found,5.0,44.75,1571003856488,"(2019, 10, 13)"
16,5_11,-35.0,-65.0,-30.2439,-68.9122,"15 km W of San José de Jáchal, Argentina",Argentina,5.0,12.26,1572234907147,"(2019, 10, 28)"
17,5_25,-35.0,75.0,-32.4998,79.9795,Broken Ridge,Country not found,5.3,10.0,1569915713727,"(2019, 10, 1)"
18,5_35,-35.0,175.0,-39.2281,177.736,"38 km SE of Wairoa, New Zealand",New Zealand,5.1,10.0,1569906998856,"(2019, 10, 1)"
19,6_0,-25.0,-175.0,-28.5205,-177.0475,Kermadec Islands region,Country not found,5.7,70.0,1571944456627,"(2019, 10, 24)"
20,6_0,-25.0,-175.0,-21.1399,-173.788,"122 km E of ‘Ohonua, Tonga",Country not found,5.1,10.0,1571090408997,"(2019, 10, 14)"
21,6_0,-25.0,-175.0,-20.1747,-173.3349,"113 km ESE of Pangai, Tonga",Country not found,5.0,10.0,1571160961065,"(2019, 10, 15)"
22,6_16,-25.0,-15.0,-22.5905,-10.6405,southern Mid-Atlantic Ridge,Country not found,5.3,10.0,1569968708277,"(2019, 10, 1)"
23,6_24,-25.0,65.0,-29.1742,61.181,Southwest Indian Ridge,Country not found,5.2,10.0,1572295551624,"(2019, 10, 28)"
24,7_0,-15.0,-175.0,-15.1698,-173.0068,"121 km NE of Hihifo, Tonga",Country not found,5.9,29.0,1571717921956,"(2019, 10, 22)"
25,7_0,-15.0,-175.0,-17.6277,-172.7046,"176 km NE of Neiafu, Tonga",Country not found,5.5,10.0,1571914215535,"(2019, 10, 24)"
26,7_0,-15.0,-175.0,-18.2641,-172.086,"204 km ENE of Neiafu, Tonga",Country not found,5.4,10.0,1571474414548,"(2019, 10, 19)"
27,7_0,-15.0,-175.0,-18.9657,-172.0857,"203 km E of Neiafu, Tonga",Country not found,5.3,10.0,1571485991298,"(2019, 10, 19)"
28,7_0,-15.0,-175.0,-15.6988,-171.8712,"185 km S of Matavai, Samoa",Country not found,5.3,10.0,1572079957276,"(2019, 10, 26)"
29,7_0,-15.0,-175.0,-15.3075,-172.8203,"126 km NE of Hihifo, Tonga",Country not found,5.2,10.0,1570656369417,"(2019, 10, 9)"
30,7_0,-15.0,-175.0,-18.6737,-172.6237,"143 km E of Neiafu, Tonga",Country not found,5.2,10.0,1570819960099,"(2019, 10, 11)"
31,7_0,-15.0,-175.0,-18.7226,-172.8089,Tonga region,Country not found,5.1,10.0,1571384718464,"(2019, 10, 18)"
32,7_0,-15.0,-175.0,-18.0652,-174.4366,"80 km NW of Neiafu, Tonga",Tonga,5.1,10.0,1571433529739,"(2019, 10, 18)"
33,7_0,-15.0,-175.0,-18.4787,-172.2515,"183 km E of Neiafu, Tonga",Country not found,5.1,10.0,1571502767220,"(2019, 10, 19)"
34,7_0,-15.0,-175.0,-18.4396,-172.0968,"200 km E of Neiafu, Tonga",Country not found,5.1,10.0,1571558929498,"(2019, 10, 20)"
35,7_0,-15.0,-175.0,-18.1356,-174.4926,"78 km NW of Neiafu, Tonga",Tonga,5.1,10.0,1571839769392,"(2019, 10, 23)"
36,7_0,-15.0,-175.0,-18.3413,-172.1144,"200 km E of Neiafu, Tonga",Country not found,5.0,10.0,1571545592058,"(2019, 10, 20)"
37,7_0,-15.0,-175.0,-18.6784,-172.1651,"191 km E of Neiafu, Tonga",Country not found,5.0,10.0,1571545922622,"(2019, 10, 20)"
38,7_34,-15.0,165.0,-14.3551,166.615,"90 km NNW of Port-Olry, Vanuatu",Vanuatu,5.1,10.0,1571136313827,"(2019, 10, 15)"
39,7_34,-15.0,165.0,-10.3678,161.4265,"54 km W of Kirakira, Solomon Islands",Solomon Islands,5.0,64.55,1570538738558,"(2019, 10, 8)"
40,7_34,-15.0,165.0,-10.4193,161.2747,"70 km W of Kirakira, Solomon Islands",Solomon Islands,5.0,48.25,1572476356305,"(2019, 10, 30)"
41,7_35,-15.0,175.0,-18.9154,178.0608,"94 km SSW of Suva, Fiji",Fiji,5.7,17.49,1571517115464,"(2019, 10, 19)"
42,8_16,-5.0,-15.0,-1.0987,-13.8367,north of Ascension Island,Country not found,6.3,10.0,1571846894497,"(2019, 10, 23)"
43,8_20,-5.0,25.0,-2.7816,28.4691,"47 km SW of Kabare, Democratic Republic of the Congo",Democratic Republic of the Congo,5.1,10.0,1572468927193,"(2019, 10, 30)"
44,8_27,-5.0,95.0,-2.638,99.5867,"205 km SSW of Padang, Indonesia",Indonesia,5.2,10.0,1571701744493,"(2019, 10, 21)"
45,8_27,-5.0,95.0,-2.379,99.8617,"167 km SSW of Padang, Indonesia",Indonesia,5.1,18.13,1571782267700,"(2019, 10, 22)"
