,bin_id,bin_centre_lat,bin_centre_lon,quake_lat,quake_lon,place,country,magnitude,depth,utm,date
0,1_5,-75.0,-125.0,-71.7339,-126.4748,southern Pacific Ocean,Country not found,5.0,10.0,1426375974640,"(2015, 3, 14)"
1,3_2,-55.0,-155.0,-59.561,-150.6522,Pacific-Antarctic Ridge,Country not found,5.5,13.0,1425264647880,"(2015, 3, 2)"
2,3_15,-55.0,-25.0,-55.391,-28.3497,South Sandwich Islands region,Country not found,5.0,28.9,1426736963560,"(2015, 3, 19)"
3,3_19,-55.0,15.0,-52.2191,16.9915,southwest of Africa,Country not found,5.3,14.46,1426001277510,"(2015, 3, 10)"
4,4_9,-45.0,-85.0,-48.3518,-87.2885,southern Pacific Ocean,Country not found,5.3,15.23,1427226951850,"(2015, 3, 24)"
5,4_10,-45.0,-75.0,-44.4072,-78.3931,"Off the coast of Aisen, Chile",Country not found,5.1,10.0,1425638389000,"(2015, 3, 6)"
6,4_10,-45.0,-75.0,-44.5532,-73.0345,"34 km NW of Puerto Cisnes, Chile",Chile,5.0,10.76,1426274166670,"(2015, 3, 13)"
7,4_26,-45.0,85.0,-41.3157,80.6046,Mid-Indian Ridge,Country not found,6.0,10.0,1425630138960,"(2015, 3, 6)"
8,5_0,-35.0,-175.0,-31.7524,-177.8669,Kermadec Islands region,Country not found,5.4,10.0,1426943601330,"(2015, 3, 21)"
9,5_10,-35.0,-75.0,-36.1167,-73.5219,"75 km NW of Tomé, Chile",Country not found,6.2,13.0,1426703249500,"(2015, 3, 18)"
10,5_10,-35.0,-75.0,-36.0507,-73.6406,"87 km NW of Tomé, Chile",Country not found,5.4,10.0,1426705669100,"(2015, 3, 18)"
11,5_10,-35.0,-75.0,-36.0228,-73.8197,"100 km NW of Talcahuano, Chile",Country not found,5.2,3.86,1426754056960,"(2015, 3, 19)"
12,5_10,-35.0,-75.0,-34.319,-72.753,"116 km NNW of Constitución, Chile",Country not found,5.0,31.5,1425521330000,"(2015, 3, 5)"
13,5_10,-35.0,-75.0,-36.094,-73.5667,"79 km NW of Tomé, Chile",Country not found,5.0,4.0,1426728785360,"(2015, 3, 19)"
14,5_25,-35.0,75.0,-39.2859,78.0903,Mid-Indian Ridge,Country not found,5.9,10.0,1427711693060,"(2015, 3, 30)"
15,6_10,-25.0,-75.0,-29.319,-71.111,"Near the coast of Coquimbo, Chile",Chile,5.3,60.0,1425591032000,"(2015, 3, 5)"
16,6_10,-25.0,-75.0,-27.8657,-71.065,"84 km NNW of Vallenar, Chile",Chile,5.2,33.68,1425315226250,"(2015, 3, 2)"
17,6_10,-25.0,-75.0,-20.68,-70.785,"84 km SW of Iquique, Chile",Country not found,5.2,15.5,1427237212000,"(2015, 3, 24)"
18,6_16,-25.0,-15.0,-26.0814,-11.6066,southern Mid-Atlantic Ridge,Country not found,5.4,15.08,1426459655540,"(2015, 3, 15)"
19,6_34,-25.0,165.0,-20.1675,168.0895,"119 km NE of Wé, New Caledonia",Country not found,5.0,10.0,1426818350880,"(2015, 3, 20)"
20,6_35,-25.0,175.0,-22.5326,170.6994,southeast of the Loyalty Islands,Country not found,5.0,54.31,1427681567390,"(2015, 3, 30)"
21,7_0,-15.0,-175.0,-15.4994,-173.0293,"96 km ENE of Hihifo, Tonga",Country not found,6.5,11.0,1427705305340,"(2015, 3, 30)"
22,7_0,-15.0,-175.0,-15.392,-172.9409,"110 km NE of Hihifo, Tonga",Country not found,6.4,14.54,1427703481340,"(2015, 3, 30)"
23,7_0,-15.0,-175.0,-15.4296,-173.049,"98 km NE of Hihifo, Tonga",Country not found,6.0,10.0,1427702213230,"(2015, 3, 30)"
24,7_0,-15.0,-175.0,-15.4261,-172.8635,"115 km ENE of Hihifo, Tonga",Country not found,5.8,9.64,1427738530790,"(2015, 3, 30)"
25,7_0,-15.0,-175.0,-15.4611,-173.0867,"93 km NE of Hihifo, Tonga",Country not found,5.2,10.0,1427705442970,"(2015, 3, 30)"
26,7_10,-15.0,-75.0,-17.1815,-71.8382,"4 km WSW of Punta de Bombón, Peru",Peru,5.0,55.51,1425222508410,"(2015, 3, 1)"
27,7_34,-15.0,165.0,-15.1825,166.782,"34 km WSW of Port-Olry, Vanuatu",Vanuatu,5.2,75.32,1426454999140,"(2015, 3, 15)"
28,7_35,-15.0,175.0,-18.2822,176.7927,"84 km SW of Nadi, Fiji",Country not found,5.5,8.0,1427570193120,"(2015, 3, 28)"
29,8_9,-5.0,-85.0,-3.3029,-80.5664,"31 km NNW of Tumbes, Peru",Ecuador,5.0,61.04,1426765920680,"(2015, 3, 19)"
30,8_10,-5.0,-75.0,-9.3545,-78.7174,"33 km SSW of Chimbote, Peru",Peru,5.1,55.0,1426957095200,"(2015, 3, 21)"
31,8_10,-5.0,-75.0,-9.8395,-78.5178,"44 km SSW of Puerto Casma, Peru",Peru,5.0,53.23,1427581174690,"(2015, 3, 28)"
32,8_27,-5.0,95.0,-0.7789,98.7161,"157 km W of Pariaman, Indonesia",Indonesia,6.1,28.0,1425379050050,"(2015, 3, 3)"
