,bin_id,bin_centre_lat,bin_centre_lon,quake_lat,quake_lon,place,country,magnitude,depth,utm,date
0,2_15,-65.0,-25.0,-60.6952,-26.083,South Sandwich Islands region,Country not found,5.4,34.87,1482861871810,"(2016, 12, 27)"
1,3_4,-55.0,-135.0,-53.9244,-133.7001,Pacific-Antarctic Ridge,Country not found,5.2,10.0,1480805823840,"(2016, 12, 3)"
2,3_31,-55.0,135.0,-52.0961,139.5156,west of Macquarie Island,Country not found,5.0,10.0,1480831159660,"(2016, 12, 4)"
3,4_10,-45.0,-75.0,-43.4064,-73.9413,"41 km SW of Quellón, Chile",Chile,7.6,38.0,1482675747010,"(2016, 12, 25)"
4,4_10,-45.0,-75.0,-43.481,-74.4771,"80 km WSW of Quellón, Chile",Chile,5.6,14.93,1482676333310,"(2016, 12, 25)"
5,4_10,-45.0,-75.0,-47.1545,-75.3081,"207 km W of Cochrane, Chile",Chile,5.2,35.0,1480923199170,"(2016, 12, 5)"
6,4_10,-45.0,-75.0,-43.2565,-74.4433,"68 km WSW of Quellón, Chile",Chile,5.2,18.02,1482706474100,"(2016, 12, 25)"
7,4_26,-45.0,85.0,-42.857,83.5305,Mid-Indian Ridge,Country not found,5.0,10.0,1482899460490,"(2016, 12, 28)"
8,4_30,-45.0,125.0,-49.6858,126.2493,western Indian-Antarctic Ridge,Country not found,5.4,10.0,1480637680010,"(2016, 12, 2)"
9,4_30,-45.0,125.0,-48.8781,121.1748,western Indian-Antarctic Ridge,Country not found,5.0,10.0,1482449017800,"(2016, 12, 22)"
10,4_35,-45.0,175.0,-41.7098,174.2006,"29 km SE of Blenheim, New Zealand",New Zealand,5.3,17.52,1480821347450,"(2016, 12, 4)"
11,4_35,-45.0,175.0,-41.7011,174.5567,"47 km SSW of Brooklyn, New Zealand",New Zealand,5.3,17.88,1482978873410,"(2016, 12, 29)"
12,5_0,-35.0,-175.0,-30.5784,-177.7756,"Kermadec Islands, New Zealand",Country not found,5.4,10.0,1483102570970,"(2016, 12, 30)"
13,5_0,-35.0,-175.0,-34.6586,-178.7289,south of the Kermadec Islands,Country not found,5.3,10.0,1482391196750,"(2016, 12, 22)"
14,5_0,-35.0,-175.0,-31.7271,-176.1515,Kermadec Islands region,Country not found,5.0,10.0,1481706977920,"(2016, 12, 14)"
15,5_0,-35.0,-175.0,-33.5518,-177.8589,south of the Kermadec Islands,Country not found,5.0,10.0,1483066690620,"(2016, 12, 30)"
16,5_7,-35.0,-105.0,-34.9886,-107.8694,southern East Pacific Rise,Country not found,5.5,10.0,1482041745760,"(2016, 12, 18)"
17,5_10,-35.0,-75.0,-31.548,-71.798,"60 km W of Illapel, Chile",Chile,5.2,41.2,1481229756000,"(2016, 12, 8)"
18,5_10,-35.0,-75.0,-30.4233,-71.6189,"44 km WNW of Ovalle, Chile",Chile,5.2,35.61,1481929903220,"(2016, 12, 16)"
19,5_11,-35.0,-65.0,-30.9721,-68.062,"65 km NE of San Martín, Argentina",Argentina,5.0,10.0,1481511418960,"(2016, 12, 12)"
20,5_23,-35.0,55.0,-35.2021,54.0219,South Indian Ocean,Country not found,5.5,10.0,1480625515550,"(2016, 12, 1)"
21,6_0,-25.0,-175.0,-21.922,-174.5094,"79 km SE of ‘Ohonua, Tonga",Country not found,5.3,10.0,1481750807300,"(2016, 12, 14)"
22,6_0,-25.0,-175.0,-20.6123,-173.6307,"116 km SE of Pangai, Tonga",Country not found,5.2,10.0,1481673091140,"(2016, 12, 13)"
23,6_0,-25.0,-175.0,-21.8152,-174.7872,"55 km SSE of ‘Ohonua, Tonga",Country not found,5.2,10.0,1481761123810,"(2016, 12, 15)"
24,6_0,-25.0,-175.0,-21.7654,-174.9045,"48 km S of ‘Ohonua, Tonga",Country not found,5.2,10.0,1482000568530,"(2016, 12, 17)"
25,6_0,-25.0,-175.0,-21.0444,-173.8422,"119 km ENE of ‘Ohonua, Tonga",Country not found,5.1,20.94,1481390858700,"(2016, 12, 10)"
26,6_0,-25.0,-175.0,-23.1022,-175.7505,"212 km SSW of ‘Ohonua, Tonga",Country not found,5.1,50.5,1482027886950,"(2016, 12, 18)"
27,6_24,-25.0,65.0,-29.1621,60.957,Southwest Indian Ridge,Country not found,5.3,10.0,1481765366520,"(2016, 12, 15)"
28,6_24,-25.0,65.0,-29.2126,61.1438,Southwest Indian Ridge,Country not found,5.1,10.0,1482000306510,"(2016, 12, 17)"
29,6_24,-25.0,65.0,-29.218,61.1378,Southwest Indian Ridge,Country not found,5.1,10.0,1482031859810,"(2016, 12, 18)"
