,bin_id,bin_centre_lat,bin_centre_lon,quake_lat,quake_lon,place,country,magnitude,depth,utm,date
0,2_15,-65.0,-25.0,-60.709,-24.785,South Sandwich Islands region,Country not found,5.0,37.0,1288889312750,"(2010, 11, 4)"
1,2_33,-65.0,155.0,-62.13,154.751,Balleny Islands region,Country not found,5.1,10.0,1289071768450,"(2010, 11, 6)"
2,2_34,-65.0,165.0,-61.688,161.294,Balleny Islands region,Country not found,5.2,10.0,1289327034320,"(2010, 11, 9)"
3,3_3,-55.0,-145.0,-56.947,-141.326,Pacific-Antarctic Ridge,Country not found,5.4,10.0,1290350347690,"(2010, 11, 21)"
4,3_4,-55.0,-135.0,-54.967,-131.479,Pacific-Antarctic Ridge,Country not found,6.0,10.0,1290314191440,"(2010, 11, 21)"
5,3_4,-55.0,-135.0,-54.645,-131.571,Pacific-Antarctic Ridge,Country not found,5.3,12.1,1290315506530,"(2010, 11, 21)"
6,3_4,-55.0,-135.0,-54.476,-131.937,Pacific-Antarctic Ridge,Country not found,5.0,10.0,1290328908520,"(2010, 11, 21)"
7,3_15,-55.0,-25.0,-59.547,-26.217,South Sandwich Islands region,Country not found,5.4,35.0,1289501236240,"(2010, 11, 11)"
8,3_17,-55.0,-5.0,-55.746,-4.768,southern Mid-Atlantic Ridge,Country not found,5.2,10.0,1289395538240,"(2010, 11, 10)"
9,3_32,-55.0,145.0,-55.716,146.729,west of Macquarie Island,Country not found,5.3,8.4,1290527713870,"(2010, 11, 23)"
10,3_33,-55.0,155.0,-58.871,158.31,Macquarie Island region,Country not found,5.3,10.0,1288782240430,"(2010, 11, 3)"
11,4_8,-45.0,-95.0,-40.314,-91.728,West Chile Rise,Country not found,5.0,10.0,1290808081970,"(2010, 11, 26)"
12,4_27,-45.0,95.0,-45.464,96.394,southeast Indian Ridge,Country not found,6.5,10.0,1289361924410,"(2010, 11, 10)"
13,5_0,-35.0,-175.0,-33.625,-178.918,south of the Kermadec Islands,Country not found,5.9,10.0,1290442723440,"(2010, 11, 22)"
14,5_0,-35.0,-175.0,-30.118,-177.186,"Kermadec Islands, New Zealand",Country not found,5.3,6.8,1289596601540,"(2010, 11, 12)"
15,5_7,-35.0,-105.0,-35.958,-102.21,southeast of Easter Island,Country not found,5.8,10.0,1289588489970,"(2010, 11, 12)"
16,5_7,-35.0,-105.0,-34.869,-108.793,southern East Pacific Rise,Country not found,5.1,10.0,1290327954270,"(2010, 11, 21)"
17,5_10,-35.0,-75.0,-34.672,-72.043,"62 km W of Santa Cruz, Chile",Chile,5.3,41.9,1290932385000,"(2010, 11, 28)"
18,5_10,-35.0,-75.0,-37.958,-73.688,"31 km SW of Cañete, Chile",Chile,5.2,30.5,1290218973860,"(2010, 11, 20)"
19,5_10,-35.0,-75.0,-36.438,-73.362,"38 km NW of Talcahuano, Chile",Country not found,5.0,7.0,1289352211000,"(2010, 11, 10)"
20,5_25,-35.0,75.0,-37.094,78.226,Mid-Indian Ridge,Country not found,5.2,10.0,1289201828920,"(2010, 11, 8)"
21,6_0,-25.0,-175.0,-20.466,-174.28,"72 km S of Pangai, Tonga",Country not found,6.1,18.0,1288827282480,"(2010, 11, 3)"
22,6_0,-25.0,-175.0,-20.483,-173.982,"83 km SSE of Pangai, Tonga",Country not found,5.1,10.0,1290285623390,"(2010, 11, 20)"
23,6_0,-25.0,-175.0,-22.69,-174.945,"150 km S of ‘Ohonua, Tonga",Country not found,5.0,10.0,1290543787650,"(2010, 11, 23)"
24,6_11,-25.0,-65.0,-25.06,-69.793,"79 km ENE of Taltal, Chile",Chile,5.0,28.7,1290660886000,"(2010, 11, 25)"
25,6_24,-25.0,65.0,-27.819,64.554,Southwest Indian Ridge,Country not found,5.0,10.0,1289938711110,"(2010, 11, 16)"
26,6_35,-25.0,175.0,-22.742,171.449,southeast of the Loyalty Islands,Country not found,5.0,58.1,1290701733910,"(2010, 11, 25)"
27,7_0,-15.0,-175.0,-14.946,-173.671,"112 km N of Hihifo, Tonga",Country not found,5.2,35.0,1289307907210,"(2010, 11, 9)"
28,7_0,-15.0,-175.0,-16.528,-173.297,"82 km SE of Hihifo, Tonga",Country not found,5.1,10.0,1289761272750,"(2010, 11, 14)"
29,7_0,-15.0,-175.0,-15.54,-172.8,"116 km ENE of Hihifo, Tonga",Country not found,5.0,35.0,1290472700910,"(2010, 11, 23)"
30,7_6,-15.0,-115.0,-13.406,-111.942,central East Pacific Rise,Country not found,5.0,10.0,1288758148040,"(2010, 11, 3)"
31,7_10,-15.0,-75.0,-15.692,-74.87,"40 km SW of Acarí, Peru",Peru,5.3,28.8,1290022681600,"(2010, 11, 17)"
32,7_10,-15.0,-75.0,-15.684,-74.735,"31 km SSW of Acarí, Peru",Peru,5.1,24.7,1290043911660,"(2010, 11, 18)"
33,7_10,-15.0,-75.0,-14.861,-71.715,"20 km WSW of Coporaque, Peru",Peru,5.1,37.5,1290636514710,"(2010, 11, 24)"
34,7_10,-15.0,-75.0,-13.699,-76.097,"5 km ENE of Tupac Amaru, Peru",Peru,5.0,37.9,1288781122350,"(2010, 11, 3)"
35,7_16,-15.0,-15.0,-17.901,-13.715,southern Mid-Atlantic Ridge,Country not found,5.0,10.0,1290994632690,"(2010, 11, 29)"
36,7_24,-15.0,65.0,-17.409,66.073,Mauritius - Reunion region,Country not found,5.0,10.0,1289219313160,"(2010, 11, 8)"
37,7_34,-15.0,165.0,-19.19,168.56,"85 km WNW of Isangel, Vanuatu",Country not found,5.5,42.2,1288739287100,"(2010, 11, 2)"
38,7_34,-15.0,165.0,-12.188,165.945,"162 km S of Lata, Solomon Islands",Country not found,5.4,49.4,1290001164700,"(2010, 11, 17)"
39,7_34,-15.0,165.0,-17.618,167.816,"54 km WNW of Port-Vila, Vanuatu",Country not found,5.1,35.9,1288919843530,"(2010, 11, 5)"
40,7_34,-15.0,165.0,-13.728,166.711,"92 km W of Sola, Vanuatu",Vanuatu,5.0,78.3,1288886223650,"(2010, 11, 4)"
41,8_16,-5.0,-15.0,-0.158,-18.102,central Mid-Atlantic Ridge,Country not found,5.3,10.0,1289733703070,"(2010, 11, 14)"
42,8_16,-5.0,-15.0,-7.52,-13.464,"113 km ENE of Georgetown, Saint Helena",Country not found,5.2,10.0,1290033223390,"(2010, 11, 17)"
43,8_24,-5.0,65.0,-3.005,68.125,Chagos Archipelago region,Country not found,5.5,10.0,1289933078330,"(2010, 11, 16)"
44,8_24,-5.0,65.0,-6.98,68.087,Chagos Archipelago region,Country not found,5.1,10.0,1289689408310,"(2010, 11, 13)"
45,8_27,-5.0,95.0,-1.735,99.417,"135 km SW of Padang, Indonesia",Indonesia,5.4,27.8,1289301410450,"(2010, 11, 9)"
46,8_28,-5.0,105.0,-6.345,104.058,"167 km SW of Bandar Lampung, Indonesia",Country not found,5.1,57.1,1288753312110,"(2010, 11, 3)"
47,8_28,-5.0,105.0,-7.865,107.206,"78 km SSW of Banjar, Indonesia",Country not found,5.1,56.8,1289306339620,"(2010, 11, 9)"
48,8_28,-5.0,105.0,-3.112,101.266,"117 km S of Sungai Penuh, Indonesia",Indonesia,5.0,58.9,1289854500280,"(2010, 11, 15)"
49,8_29,-5.0,115.0,-8.634,110.026,"80 km SSW of Bambanglipuro, Indonesia",Country not found,5.4,63.0,1289286210360,"(2010, 11, 9)"
50,8_30,-5.0,125.0,-7.797,129.446,"281 km ENE of Lospalos, Timor Leste",Indonesia,5.9,23.0,1290009211650,"(2010, 11, 17)"
51,8_30,-5.0,125.0,-2.622,129.258,"87 km NNE of Amahai, Indonesia",Indonesia,5.1,28.4,1290809548560,"(2010, 11, 26)"
52,8_30,-5.0,125.0,-7.601,126.532,"97 km N of Baukau, Timor Leste",Indonesia,5.0,36.0,1288761093750,"(2010, 11, 3)"
53,8_30,-5.0,125.0,-4.933,126.647,"218 km SW of Ambon, Indonesia",Indonesia,5.0,23.7,1290056737300,"(2010, 11, 18)"
54,8_31,-5.0,135.0,-4.617,134.071,"184 km NE of Tual, Indonesia",Indonesia,6.0,10.0,1288783095570,"(2010, 11, 3)"
55,8_31,-5.0,135.0,-1.99,139.017,"191 km WNW of Abepura, Indonesia",Indonesia,5.9,13.0,1289871582810,"(2010, 11, 16)"
56,8_31,-5.0,135.0,-3.369,131.014,"232 km E of Amahai, Indonesia",Indonesia,5.8,14.0,1290792971790,"(2010, 11, 26)"
57,8_31,-5.0,135.0,-6.558,130.532,"266 km WSW of Tual, Indonesia",Indonesia,5.0,94.8,1290973518830,"(2010, 11, 28)"
58,8_32,-5.0,145.0,-5.959,148.966,"69 km WNW of Kandrian, Papua New Guinea",Papua New Guinea,6.1,68.0,1290502866860,"(2010, 11, 23)"
59,8_33,-5.0,155.0,-5.355,151.556,"136 km SW of Kokopo, Papua New Guinea",Papua New Guinea,5.8,35.0,1288679995060,"(2010, 11, 2)"
60,8_33,-5.0,155.0,-6.276,154.74,"82 km W of Panguna, Papua New Guinea",Country not found,5.6,36.0,1289507397730,"(2010, 11, 11)"
61,8_33,-5.0,155.0,-6.37,150.22,"76 km ESE of Kandrian, Papua New Guinea",Papua New Guinea,5.5,8.7,1288588594400,"(2010, 11, 1)"
62,9_7,5.0,-105.0,1.371,-101.153,Galapagos Triple Junction region,Country not found,5.0,10.0,1290963798790,"(2010, 11, 28)"
63,9_9,5.0,-85.0,5.946,-82.571,"233 km S of Punta de Burica, Panama",Country not found,5.7,19.1,1289432918970,"(2010, 11, 10)"
64,9_10,5.0,-75.0,0.443,-79.92,"21 km SSE of Muisne, Ecuador",Ecuador,5.4,43.1,1290658781390,"(2010, 11, 25)"
65,9_14,5.0,-35.0,8.132,-39.396,central Mid-Atlantic Ridge,Country not found,5.3,10.0,1290402591690,"(2010, 11, 22)"
66,9_15,5.0,-25.0,1.25,-28.75,central Mid-Atlantic Ridge,Country not found,5.0,10.0,1291056432000,"(2010, 11, 29)"
67,9_30,5.0,125.0,3.862,128.071,"236 km N of Tobelo, Indonesia",Country not found,5.7,58.7,1290881473520,"(2010, 11, 27)"
68,9_30,5.0,125.0,2.532,126.223,"180 km NE of Laikit, Laikit II (Dimembe), Indonesia",Indonesia,5.3,62.9,1288793426380,"(2010, 11, 3)"
69,9_30,5.0,125.0,0.457,126.11,"146 km WSW of Ternate, Indonesia",Indonesia,5.3,53.0,1289358566840,"(2010, 11, 10)"
70,9_30,5.0,125.0,1.435,126.421,"128 km WNW of Ternate, Indonesia",Indonesia,5.2,54.7,1289446447090,"(2010, 11, 11)"
71,10_8,15.0,-95.0,16.418,-98.628,"11 km W of San Nicolás, Mexico",Mexico,5.0,22.9,1290607278960,"(2010, 11, 24)"
72,10_9,15.0,-85.0,12.914,-88.698,"43 km SSW of Puerto El Triunfo, El Salvador",Country not found,5.0,45.8,1288807236390,"(2010, 11, 3)"
73,10_11,15.0,-65.0,17.874,-68.541,"56 km S of Boca de Yuma, Dominican Republic",Country not found,5.4,94.6,1289622939470,"(2010, 11, 13)"
74,10_13,15.0,-45.0,10.293,-43.128,northern Mid-Atlantic Ridge,Country not found,5.7,10.0,1290825892690,"(2010, 11, 27)"
75,10_13,15.0,-45.0,12.837,-44.845,northern Mid-Atlantic Ridge,Country not found,5.4,10.0,1288873771350,"(2010, 11, 4)"
76,10_13,15.0,-45.0,10.9,-43.72,northern Mid-Atlantic Ridge,Country not found,5.4,10.0,1290776512660,"(2010, 11, 26)"
77,10_22,15.0,45.0,11.984,43.963,"73 km E of Obock, Djibouti",Country not found,5.5,10.0,1289716347980,"(2010, 11, 14)"
78,10_22,15.0,45.0,11.865,43.716,"47 km ESE of Obock, Djibouti",Country not found,5.5,10.0,1289754167690,"(2010, 11, 14)"
79,10_22,15.0,45.0,12.041,43.797,"55 km E of Obock, Djibouti",Country not found,5.4,13.0,1289746525760,"(2010, 11, 14)"
80,10_22,15.0,45.0,12.023,43.974,"74 km E of Obock, Djibouti",Country not found,5.3,10.0,1289722881670,"(2010, 11, 14)"
81,10_22,15.0,45.0,11.948,43.821,"58 km E of Obock, Djibouti",Country not found,5.3,10.0,1289745199230,"(2010, 11, 14)"
82,10_22,15.0,45.0,11.916,43.579,"32 km E of Obock, Djibouti",Country not found,5.3,10.0,1289773350110,"(2010, 11, 14)"
83,10_22,15.0,45.0,11.931,43.991,"76 km E of Obock, Djibouti",Country not found,5.2,10.0,1289720313140,"(2010, 11, 14)"
84,10_22,15.0,45.0,11.94,43.974,"74 km E of Obock, Djibouti",Country not found,5.2,10.0,1289731067420,"(2010, 11, 14)"
85,10_22,15.0,45.0,11.927,43.944,"71 km E of Obock, Djibouti",Country not found,5.2,10.0,1289742603550,"(2010, 11, 14)"
86,10_22,15.0,45.0,11.971,43.932,"70 km E of Obock, Djibouti",Country not found,5.2,10.0,1289743470780,"(2010, 11, 14)"
87,10_22,15.0,45.0,11.906,43.648,"39 km E of Obock, Djibouti",Country not found,5.2,11.5,1289747190610,"(2010, 11, 14)"
88,10_22,15.0,45.0,11.859,43.977,"75 km E of Obock, Djibouti",Country not found,5.2,10.0,1289756357470,"(2010, 11, 14)"
89,10_22,15.0,45.0,11.797,43.947,"74 km ESE of Obock, Djibouti",Country not found,5.1,10.0,1289718512160,"(2010, 11, 14)"
90,10_22,15.0,45.0,11.945,43.973,"74 km E of Obock, Djibouti",Country not found,5.1,10.0,1289873215290,"(2010, 11, 16)"
91,10_22,15.0,45.0,12.121,44.006,"79 km ENE of Obock, Djibouti",Country not found,5.1,10.0,1289777134840,"(2010, 11, 14)"
92,10_22,15.0,45.0,11.916,43.618,"36 km E of Obock, Djibouti",Country not found,5.1,10.0,1289765883170,"(2010, 11, 14)"
93,10_22,15.0,45.0,11.874,43.74,"50 km ESE of Obock, Djibouti",Country not found,5.1,10.0,1289755027770,"(2010, 11, 14)"
94,10_22,15.0,45.0,11.784,43.691,"48 km ESE of Obock, Djibouti",Country not found,5.1,10.0,1289744860560,"(2010, 11, 14)"
95,10_22,15.0,45.0,11.983,43.916,"68 km E of Obock, Djibouti",Country not found,5.0,10.0,1289762144790,"(2010, 11, 14)"
96,10_22,15.0,45.0,11.886,43.663,"41 km ESE of Obock, Djibouti",Country not found,5.0,10.0,1289752398310,"(2010, 11, 14)"
97,10_22,15.0,45.0,11.934,44.001,"77 km E of Obock, Djibouti",Country not found,5.0,10.0,1289806566920,"(2010, 11, 15)"
98,10_22,15.0,45.0,11.863,43.764,"53 km ESE of Obock, Djibouti",Country not found,5.0,10.0,1289738996110,"(2010, 11, 14)"
99,10_22,15.0,45.0,12.009,43.986,"76 km E of Obock, Djibouti",Country not found,5.0,10.0,1290045413670,"(2010, 11, 18)"
100,10_29,15.0,115.0,14.923,119.868,"22 km W of San Nicolas, Philippines",Philippines,5.5,21.0,1289385015660,"(2010, 11, 10)"
101,10_30,15.0,125.0,12.736,123.054,"24 km WSW of Mabiton, Philippines",Philippines,5.8,10.0,1288975236920,"(2010, 11, 5)"
102,10_30,15.0,125.0,12.748,123.004,"29 km WSW of Mabiton, Philippines",Philippines,5.1,56.8,1288823091200,"(2010, 11, 3)"
103,10_30,15.0,125.0,12.859,122.849,"28 km SSW of San Rafael, Philippines",Philippines,5.0,20.8,1288965870200,"(2010, 11, 5)"
