,bin_id,bin_centre_lat,bin_centre_lon,quake_lat,quake_lon,place,country,magnitude,depth,utm,date
0,2_15,-65.0,-25.0,-60.9422,-25.4991,South Sandwich Islands region,Country not found,5.3,10.0,1685720556189,"(2023, 6, 2)"
1,2_15,-65.0,-25.0,-60.4494,-27.0376,South Sandwich Islands region,Country not found,5.2,10.0,1687361083550,"(2023, 6, 21)"
2,2_15,-65.0,-25.0,-60.3542,-26.9678,South Sandwich Islands region,Country not found,5.1,35.0,1686096025748,"(2023, 6, 7)"
3,2_33,-65.0,155.0,-62.2765,155.4298,Balleny Islands region,Country not found,5.8,10.0,1685933159297,"(2023, 6, 5)"
4,2_34,-65.0,165.0,-60.5065,160.2974,Macquarie Island region,Country not found,5.9,10.0,1686345702613,"(2023, 6, 9)"
5,3_17,-55.0,-5.0,-55.4402,-1.7995,Bouvet Island region,Country not found,5.2,10.0,1686196952597,"(2023, 6, 8)"
6,3_32,-55.0,145.0,-56.9169,147.6805,west of Macquarie Island,Country not found,5.8,10.0,1686488927379,"(2023, 6, 11)"
7,3_32,-55.0,145.0,-56.6991,147.6358,west of Macquarie Island,Country not found,5.3,10.0,1685925473735,"(2023, 6, 5)"
8,4_16,-45.0,-15.0,-47.3188,-12.6236,southern Mid-Atlantic Ridge,Country not found,5.7,10.0,1686343408532,"(2023, 6, 9)"
9,4_21,-45.0,35.0,-48.6733,31.1318,south of Africa,Country not found,6.0,8.0,1687125557213,"(2023, 6, 18)"
10,5_10,-35.0,-75.0,-34.5251,-71.882,"49 km WNW of Santa Cruz, Chile",Chile,5.4,41.754,1686856054544,"(2023, 6, 15)"
11,6_0,-25.0,-175.0,-24.0818,-175.576,south of Tonga,Country not found,6.2,9.0,1687677418830,"(2023, 6, 25)"
12,6_0,-25.0,-175.0,-23.5577,-175.6208,"254 km SSW of ‘Ohonua, Tonga",Country not found,6.2,16.0,1686942651064,"(2023, 6, 16)"
13,6_0,-25.0,-175.0,-23.4652,-175.472,"241 km SSW of ‘Ohonua, Tonga",Country not found,6.1,22.0,1687001180456,"(2023, 6, 17)"
14,6_0,-25.0,-175.0,-23.5201,-175.9259,"261 km SSW of ‘Ohonua, Tonga",Country not found,6.0,20.0,1686903094184,"(2023, 6, 16)"
15,6_0,-25.0,-175.0,-23.8159,-175.9282,"291 km SSW of ‘Ohonua, Tonga",Country not found,5.9,10.0,1687100690814,"(2023, 6, 18)"
16,6_0,-25.0,-175.0,-23.5603,-175.602,"254 km SSW of ‘Ohonua, Tonga",Country not found,5.8,20.0,1686912325568,"(2023, 6, 16)"
17,6_0,-25.0,-175.0,-23.9629,-175.8514,Tonga region,Country not found,5.7,10.0,1687098576581,"(2023, 6, 18)"
18,6_0,-25.0,-175.0,-29.1869,-176.778,Kermadec Islands region,Country not found,5.5,18.201,1686761633050,"(2023, 6, 14)"
19,6_0,-25.0,-175.0,-23.5832,-175.8992,"266 km SSW of ?Ohonua, Tonga",Country not found,5.5,13.985,1686947444730,"(2023, 6, 16)"
